source,target
WOS:001336892600004,"Hermann Thomas., 2011, The sonification handbook, V1"
WOS:001336892600004,"IMPACT Unofficial, 2023, From Data to Melody: Data Sonification and Its Role in Open Science"
WOS:001336892600004,"Juslin PN, 2013, PHYS LIFE REV, V10, P235, DOI 10.1016/j.plrev.2013.05.008"
WOS:001336892600004,"KRAMER G, 1994, SFI S SCI C, V18, P1"
WOS:001336892600004,"Kramer G., 1998, NSF Sonification White Paper."
WOS:001336892600004,"Lartillot O., 2007, P INT C MUSIC INFORM, P237, DOI DOI 10.1007/978-3-540-78246-9_31"
WOS:001336892600004,"Lenzi S., 2021, Ph.D. thesis"
WOS:001336892600004,"Lenzi S., 2024, DESIGNING TOOLS DESI, DOI [10.21606/drs.2024.730, DOI 10.21606/DRS.2024.730]"
WOS:001336892600004,"Lenzi S., 2024, DRS2024, DOI [10.21606/drs.2024.729, DOI 10.21606/DRS.2024.729]"
WOS:001336892600004,"Lenzi S, 2024, FRONT COMP SCI-SWITZ, V5, DOI 10.3389/fcomp.2023.1254678"
WOS:001336892600004,"Lenzi S, 2020, BIG DATA SOC, V7, DOI 10.1177/2053951720944603"
WOS:001336892600004,"Li X., 2021, fastkmedoids: Faster K-Medoids Clustering Algorithms: FastPAM, FastCLARA, FastCLARANS"
WOS:001336892600004,"Liew K, 2020, J AUDIO ENG SOC, V68, P25, DOI 10.17743/jaes.2019.0056"
WOS:001336892600004,"Lindborg P., 2022, P CAT 2022 C DAT ART"
WOS:001336892600004,"Lindborg P., 2019, Emille J. Korean Electro-Acoust. Soc., V16, P43"
WOS:001336892600004,"Lindborg P, 2023, FRONT PSYCHOL, V14, DOI 10.3389/fpsyg.2023.1263971"
WOS:001336892600004,"Lindborg P, 2023, FRONT PSYCHOL, V13, DOI 10.3389/fpsyg.2022.1020102"
WOS:001336892600004,"Lindborg P, 2018, LEONARDO, V51, P466, DOI 10.1162/LEON_a_01339"
WOS:001336892600004,"Lindborg P, 2016, APPL ACOUST, V110, P297, DOI 10.1016/j.apacoust.2016.03.032"
WOS:001336892600004,"Loud Numbers, Loud Numbers: Turning Data Into Sound and Music"
WOS:001336892600004,"Masud L, 2010, IEEE INT CONF INF VI, P445, DOI 10.1109/IV.2010.68"
WOS:001336892600004,"Misdariis N., 2023, P 28 INT C AUD DISPL, P257"
WOS:001336892600004,"Mouselimis L., 2023, ClusterR Package: Gaussian Mixture Models, K-Means, Mini-Batch-Kmeans, KMedoids and Affinity Propagation Clustering"
WOS:001336892600004,"Nees Michael A., 2019, P 25 INT C AUD DISPL, P176, DOI DOI 10.21785/ICAD2019.048"
WOS:001336892600004,"Neuhoff JG, 2019, P 25 INT C AUD DISPL, DOI DOI 10.21785/ICAD2019.069"
WOS:001336892600004,"Offenhuber D., 2023, Autographic Design: The Matter of Data in a Self-Inscribing World"
WOS:001336892600004,"Offenhuber D, 2020, IEEE T VIS COMPUT GR, V26, P98, DOI 10.1109/TVCG.2019.2934788"
WOS:001336892600004,"Osman D., 2023, AID Package: Box-Cox Power Transformation"
WOS:001336892600004,"Pascual Damian., 2020, arXiv, DOI DOI 10.48550/ARXIV.2012.15416"
WOS:001336892600004,"Ricci D., Seealsology"
WOS:001336892600004,"Ripley B., 2016, R PACKAGE VERSION"
WOS:001336892600004,"Roddy S., 2015, THESIS TRINITY COLL"
WOS:001336892600004,"Roddy S, 2020, J MULTIMODAL USER IN, V14, P143, DOI 10.1007/s12193-020-00318-y"
WOS:001336892600004,"Roddy S, 2014, ORGAN SOUND, V19, P70, DOI 10.1017/S1355771813000423"
WOS:001336892600004,"Sanderson C, 2016, J OPEN SOURCE SOFTW, V1, P26, DOI [10.21105/joss.00026, 10.21105/joss.00026, DOI 10.21105/JOSS.00026]"
WOS:001336892600004,"Sawe N, 2020, FRONT COMMUN, V5, DOI 10.3389/fcomm.2020.00046"
WOS:001336892600004,"SCALETTI C, 1994, SFI S SCI C, V18, P223"
WOS:001336892600004,"Scaletti C., 1991, Society of Photo-Optical Instrumentation Engineers (SPIE) Conference Series, V1459, P207"
WOS:001336892600004,"Scaletti Carla., 2018, The Oxford Handbook of Algorithmic Music, V1, P363, DOI [DOI 10.1093/OXFORDHB/9780190226992.013.9, 10.1093/oxfordhb/9780190226992.013.9]"
WOS:001336892600004,"Schubert E, 2019, LECT NOTES COMPUT SC, V11807, P171, DOI 10.1007/978-3-030-32047-8_16"
WOS:001336892600004,"Segel E, 2010, IEEE T VIS COMPUT GR, V16, P1139, DOI 10.1109/TVCG.2010.179"
WOS:001336892600004,"Sueur J., 2016, Package 'Seewave' v. 2.2.3"
WOS:001336892600004,"Supper A., 2012, Lobbying for the Ear: The Public Fascination With and Academic Legitimacy of the Sonification of Scientific Data"
WOS:001336892600004,"Supper A., 2011, The Oxford Handbook of Sound Studies, P249"
WOS:001336892600004,"Torban A., 2021, Data Viz Today"
WOS:001336892600004,"Van Ransbeeck S., 2021, Sonification Art"
WOS:001336892600004,"Vickers P., 2013, arXiv"
WOS:001336892600004,"Vickers P, 2017, SEMPRE STUD PSYCHOL, P89"
WOS:001336892600004,"Vickers Paul, 2016, The Routledge Companion to Sounding Art, P135"
WOS:001336892600004,"VIS, 2022, Application Spotlights"
WOS:001336892600004,"Weksi B., 2022, kmed: Distance-Based K-Medoids"
WOS:001336892600004,"Wirfs-Brock J, 2021, ACM T COMPUT-HUM INT, V28, DOI 10.1145/3461762"
WOS:001336892600004,"Worrall D., 2009, Ph.D. thesis"
WOS:001336892600004,"Zanella A, 2022, NAT ASTRON, V6, P1241, DOI 10.1038/s41550-022-01721-z"
WOS:001336892600004,"Ziemer T, 2023, Arxiv, DOI arXiv:2312.00091"
WOS:001087472600001,"Aarseth EspenJ., 1997, Cybertext-Perspectives on Ergodic Literature, P1"
WOS:001087472600001,"Barrass S., 2011, The sonification handbook, P145"
WOS:001087472600001,"Barrass S, 2006, LEONARDO MUSIC J, V16, P13, DOI 10.1162/lmj.2006.16.13"
WOS:001087472600001,"Barrass S, 2012, AI SOC, V27, P177, DOI 10.1007/s00146-011-0335-5"
WOS:001087472600001,"Beilharz K, 2009, P 15 INT C AUD DISPL, P1"
WOS:001087472600001,"Bodker S., 2006, NORDICHI, P14, DOI DOI 10.1145/1182475.1182476"
WOS:001087472600001,"Bunge M., 2003, Emergence and Convergence: Qualitative Novelty and the Unity of Knowledge, DOI DOI 10.3138/9781442674356"
WOS:001087472600001,"Cage John., 1961, Silence, P7"
WOS:001087472600001,"Capra F., 2005, Ecological Literacy: Educating Our Children for a Sustainable World, P19"
WOS:001087472600001,"Cross N., 1982, DESIGN STUD, V3, P221, DOI [10.1016/0142-694X(82)90040-0, DOI 10.1016/0142-694X(82)90040-0, 10.1016/0142-694X, DOI 10.1016/0142-694X]"
WOS:001087472600001,"Dewey J., 1934, ART EXPERIENCE"
WOS:001087472600001,"Filimowicz M, 2014, ORGAN SOUND, V19, P90, DOI 10.1017/S1355771813000447"
WOS:001087472600001,"FISHWICK Paul., 2006, AESTHETIC COMPUTING, P3, DOI 10.7551/mitpress/1135.003.0004"
WOS:001087472600001,"Gaver W.W., 2003, CHI 03, P233, DOI DOI 10.1145/642611.642653"
WOS:001087472600001,"GERGEN KJ, 1978, J PERS SOC PSYCHOL, V36, P1344, DOI 10.1037/0022-3514.36.11.1344"
WOS:001087472600001,"Grond F, 2012, AI SOC, V27, P213, DOI 10.1007/s00146-011-0341-7"
WOS:001087472600001,"Hall E., 1989, CULTURE"
WOS:001087472600001,"Hallnäs L, 2011, INT J DES, V5, P73"
WOS:001087472600001,"Hermann T., 2011, The Sonification Handbook, P399"
WOS:001087472600001,"Hunt A., 2011, The Sonification Handbook, P273"
WOS:001087472600001,"Ihde Don., 2007, LISTENING VOICE PHEN, DOI [10.1353/book5250, DOI 10.1353/BOOK5250]"
WOS:001087472600001,"Ihde Don., 2012, EXPT PHENOMENOLOGY M, V2nd"
WOS:001087472600001,"Johansen SS, 2022, PROCEEDINGS OF THE 2022 ACM DESIGNING INTERACTIVE SYSTEMS CONFERENCE, DIS 2022, P1394, DOI 10.1145/3532106.3533458"
WOS:001087472600001,"Joy A, 2003, J CONSUM RES, V30, P259, DOI 10.1086/376802"
WOS:001087472600001,"KORSMEYER C, 1977, J AESTHET EDUC, V11, P45, DOI 10.2307/3332179"
WOS:001087472600001,"Leder H, 2004, BRIT J PSYCHOL, V95, P489, DOI 10.1348/0007126042369811"
WOS:001087472600001,"Lenz E, 2017, NEW IDEAS PSYCHOL, V47, P80, DOI 10.1016/j.newideapsych.2017.03.010"
WOS:001087472600001,"Lenz E, 2014, PROCEEDINGS OF THE NORDICHI'14: THE 8TH NORDIC CONFERENCE ON HUMAN-COMPUTER INTERACTION: FUN, FAST, FOUNDATIONAL, P628, DOI 10.1145/2639189.2639198"
WOS:001087472600001,"Leplatre G, 2004, P 10 INT C AUD DISPL"
WOS:001087472600001,"Lim Y., 2007, Proceedings of the Conference on Designing Pleasurable Products and interfaces (DPPI'07), P239, DOI [DOI 10.1145/1314161.1314183, https://doi.org/10.1145/1314161.1314183, DOI 10.1145/13141611314183]"
WOS:001087472600001,"Markovic S, 2012, I-PERCEPTION, V3, P1, DOI 10.1068/i0450aap"
WOS:001087472600001,"Mekler ED, 2019, CHI 2019: PROCEEDINGS OF THE 2019 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS, DOI 10.1145/3290605.3300455"
WOS:001087472600001,"Neuhoff J. G., 2004, ECOLOGICAL PSYCHOACO, P1"
WOS:001087472600001,"Neuhoff JG, 2019, P 25 INT C AUD DISPL, DOI DOI 10.21785/ICAD2019.069"
WOS:001087472600001,"Noe A, 2012, VARIETIES PRESENCE, P74"
WOS:001087472600001,"Oliveros Pauline, 2022, QUANTUM LISTENING"
WOS:001087472600001,"Oliveros Pauline., 2005, Deep Listening: A Composer's Sound Practice"
WOS:001087472600001,"Pelowski M, 2011, NEW IDEAS PSYCHOL, V29, P80, DOI 10.1016/j.newideapsych.2010.04.001"
WOS:001087472600001,"Petersen M.G., 2004, P 5 C DESIGNING INTE, P269, DOI [10.1145/1013115.1013153., DOI 10.1145/1013115.1013153, 10.1145/1013115.1013153]"
WOS:001087472600001,"Roddy S., 2015, Embodied Sonification"
WOS:001087472600001,"Roddy S, 2016, P MUS TECHN WORKSH D"
WOS:001087472600001,"Roddy S, 2014, ORGAN SOUND, V19, P70, DOI 10.1017/S1355771813000423"
WOS:001087472600001,"Ronnberg N, 2019, PROOC 25 INT C AUD D, P199, DOI [10.21785/icad2019.010, DOI 10.21785/ICAD2019.010]"
WOS:001087472600001,"Roth WM, 2014, SCI EDUC, V98, P106, DOI 10.1002/sce.21085"
WOS:001087472600001,"Schafer R.Murray., 1994, The Soundscape: Our Sonic Environment and the Tuning of the World"
WOS:001087472600001,"Seica M, 2022, P 27 INT C AUD DISPL, P75, DOI [10.21785/icad2022.026, DOI 10.21785/ICAD2022.026]"
WOS:001087472600001,"Seiça M, 2022, PROCEEDINGS OF THE 17TH INTERNATIONAL AUDIO MOSTLY CONFERENCE, AM 2022, P171, DOI 10.1145/3561212.3561224"
WOS:001087472600001,"Seiça M, 2022, EXTENDED ABSTRACTS OF THE 2022 ANNUAL SYMPOSIUM ON COMPUTER-HUMAN INTERACTION IN PLAY, CHI PLAY 2022, P339, DOI 10.1145/3505270.3558384"
WOS:001087472600001,"Seica Mariana, 2021, P 26 INT C AUD DISPL, P74, DOI [10.21785/icad2021.033, DOI 10.21785/ICAD2021.033]"
WOS:001087472600001,"Sengers P., 2006, Designing Interactive Systems. DIS2006, P99"
WOS:001087472600001,"Serafin S., 2011, The sonification handbook p, P87"
WOS:001087472600001,"Shusterman R., 2014, The Encyclopedia of Human-Computer Interaction, V2nd"
WOS:001087472600001,"Sonnenschein D, 2001, SENSATION PERCEPTION, P77"
WOS:001087472600001,"Svanaes D, 2014, ENCY HUMAN COMPUTER"
WOS:001087472600001,"Svanæs D, 2013, ACM T COMPUT-HUM INT, V20, DOI 10.1145/2442106.2442114"
WOS:001087472600001,"Truax B, 2012, ORGAN SOUND, V17, P193, DOI 10.1017/S1355771811000380"
WOS:001087472600001,"Truax Barry., 1984, ACOUSTIC COMMUNICATI"
WOS:001087472600001,"Udsen LE, 2005, DIGIT CREAT, V16, P205, DOI 10.1080/14626260500476564"
WOS:001087472600001,"Verbeek P-P., 2005, What things do: philosophical reflections on technology, agency, and design, DOI DOI 10.1515/9780271033228"
WOS:001087472600001,"Vickers P., 2006, Proceedings of the 12th International Conference on Auditory Display (ICAD2006), P210"
WOS:001087472600001,"Vickers P, 2017, SEMPRE STUD PSYCHOL, P89"
WOS:001087472600001,"Vickers Paul, 2016, The Routledge Companion to Sounding Art, P135"
WOS:001087472600001,"Vogt K., 2013, P INT C AUD DISPL IC, P175"
WOS:001087472600001,"Walker B.N., 2011, The Sonification Handbook, P9"
WOS:001087472600001,"Wobbrock JO, 2016, interactions, V23, P38, DOI [10.1145/2907069, 10.1145/2907069, DOI 10.1145/2907069]"
WOS:001087472600001,"Wright P., 2008, ACM T COMPUT-HUM INT, V10, P1460360"
WOS:000396401600013,"Andersen TH, 2010, ACM T APPL PERCEPT, V7, DOI 10.1145/1773965.1773968"
WOS:000396401600013,"Aramaki M, 2011, IEEE T AUDIO SPEECH, V19, P301, DOI 10.1109/TASL.2010.2047755"
WOS:000396401600013,"Bangert M, 2001, ANN NY ACAD SCI, V930, P425, DOI 10.1111/j.1749-6632.2001.tb05760.x"
WOS:000396401600013,"Baur B, 2009, J HAND THER, V22, P163, DOI 10.1016/j.jht.2008.11.001"
WOS:000396401600013,"Benoit CE, 2014, FRONT HUM NEUROSCI, V8, DOI 10.3389/fnhum.2014.00494"
WOS:000396401600013,"Chang SH, 2014, RES DEV DISABIL, V35, P1648, DOI 10.1016/j.ridd.2014.03.024"
WOS:000396401600013,"Cole J., 1995, The Body and the self, P245"
WOS:000396401600013,"Conan S, 2014, COMPUT MUSIC J, V38, P24, DOI 10.1162/COMJ_a_00266"
WOS:000396401600013,"Danna J., 2016, 10 FENS FOR NEUR COP"
WOS:000396401600013,"Danna J, 2015, HUM MOVEMENT SCI, V43, P216, DOI 10.1016/j.humov.2014.12.002"
WOS:000396401600013,"Danna J, 2015, PLOS ONE, V10, DOI 10.1371/journal.pone.0128388"
WOS:000396401600013,"Danna J, 2015, FRONT PSYCHOL, V6, DOI 10.3389/fpsyg.2015.00169"
WOS:000396401600013,"Danna J, 2014, LECT NOTES COMPUT SC, V8905, P246, DOI 10.1007/978-3-319-12976-1_16"
WOS:000396401600013,"Danna J, 2013, RES DEV DISABIL, V34, P4375, DOI 10.1016/j.ridd.2013.09.012"
WOS:000396401600013,"Effenberg AO, 2005, IEEE MULTIMEDIA, V12, P53, DOI 10.1109/MMUL.2005.31"
WOS:000396401600013,"FITCH WT, 1994, SFI S SCI C, V18, P307"
WOS:000396401600013,"Forsblom A, 2009, ANN NY ACAD SCI, V1169, P426, DOI 10.1111/j.1749-6632.2009.04776.x"
WOS:000396401600013,"Gazzola V, 2006, CURR BIOL, V16, P1824, DOI 10.1016/j.cub.2006.07.072"
WOS:000396401600013,"Hamstra-Bletz L., 1987, Concise evaluation scale for children's handwriting"
WOS:000396401600013,"HAMSTRABLETZ L, 1993, J LEARN DISABIL, V26, P689, DOI 10.1177/002221949302601007"
WOS:000396401600013,"Hommel B, 2001, BEHAV BRAIN SCI, V24, P849, DOI 10.1017/S0140525X01000103"
WOS:000396401600013,"INCE LP, 1986, J BEHAV THER EXP PSY, V17, P95, DOI 10.1016/0005-7916(86)90044-3"
WOS:000396401600013,"KLOCKGETHER T, 1995, MOVEMENT DISORD, V10, P460, DOI 10.1002/mds.870100410"
WOS:000396401600013,"Kramer G., 1994, Auditory Display: Sonification, Audification and Auditory Interfaces"
WOS:000396401600013,"Effenberg AO, 2015, The Open Psychology Journal, V8, P230, DOI [10.2174/1874350101508010230, 10.2174/1874350101508010230, DOI 10.2174/1874350101508010230]"
WOS:000396401600013,"PARDO B, 1993, MOVEMENT DISORD, V8, P278, DOI 10.1002/mds.870080305"
WOS:000396401600013,"Paz-Villagrán V, 2014, HUM MOVEMENT SCI, V33, P381, DOI 10.1016/j.humov.2013.11.005"
WOS:000396401600013,"Plamondon R., 1992, PIXELS FEATURES 3 FR, P363"
WOS:000396401600013,"Plimmer B, 2011, ACM T COMPUT-HUM INT, V18, DOI 10.1145/1993060.1993067"
WOS:000396401600013,"Schaefer RS, 2014, PHILOS T R SOC B, V369, DOI 10.1098/rstb.2013.0402"
WOS:000396401600013,"SCHMIDT RA, 1989, J EXP PSYCHOL LEARN, V15, P352, DOI 10.1037/0278-7393.15.2.352"
WOS:000396401600013,"Scholz DS, 2014, FRONT NEUROSCI-SWITZ, V8, DOI 10.3389/fnins.2014.00332"
WOS:000396401600013,"Sigrist R, 2013, PSYCHON B REV, V20, P21, DOI 10.3758/s13423-012-0333-8"
WOS:000396401600013,"Sullivan KI, 2008, PHYS THER, V88, P720, DOI 10.2522/ptj.20070196"
WOS:000396401600013,"TEULINGS HL, 1984, HUM MOVEMENT SCI, V3, P193, DOI 10.1016/0167-9457(84)90011-3"
WOS:000396401600013,"Thaut M.H., 2005, Rhythm, music, and the brain: Scientific foundations and clinical applications, V7"
WOS:000396401600013,"Thorbergsson E., 2013, PROC INT C DIGIT AUD, P1"
WOS:000396401600013,"Thoret E., 2016, APPL SCI, V6, pp1"
WOS:000396401600013,"Thoret E, 2014, J EXP PSYCHOL HUMAN, V40, P983, DOI 10.1037/a0035441"
WOS:000396401600013,"VANGALEN GP, 1993, ACTA PSYCHOL, V82, P161, DOI 10.1016/0001-6918(93)90010-O"
WOS:000396401600013,"WELCH RB, 1980, PSYCHOL BULL, V88, P638, DOI 10.1037/0033-2909.88.3.638"
WOS:000396401600013,"WOLPERT DM, 1995, SCIENCE, V269, P1880, DOI 10.1126/science.7569931"
WOS:000396401600013,"Wulf G, 2000, RES Q EXERCISE SPORT, V71, P229, DOI 10.1080/02701367.2000.10608903"
WOS:000396401600013,"Young W, 2013, J EXP PSYCHOL HUMAN, V39, P464, DOI 10.1037/a0029402"
WOS:000243205900006,"ABBOTT A, 1995, ANNU REV SOCIOL, V21, P93, DOI 10.1146/annurev.so.21.080195.000521"
WOS:000243205900006,"Abbott A, 1990, ORGAN SCI, V1, P375, DOI 10.1287/orsc.1.4.375"
WOS:000243205900006,"[Anonymous], FLUCHTIGE BLICK SEHE"
WOS:000243205900006,"BARRASS S, 2003, P ICAD 2003 BOST MA"
WOS:000243205900006,"Blossfeld H., 1995, TECHNIQUES EVENT HIS"
WOS:000243205900006,"BLOSSFELD HP, 1986, EREIGNISANALYSE STAT"
WOS:000243205900006,"Blumenberg H., 1996, Hohlenausgange"
WOS:000243205900006,"Blumenberg Hans., 1986, Die Lesbarkeit der Welt"
WOS:000243205900006,"DARKE S, 1999, GALILEI"
WOS:000243205900006,"DAYE C, 2005, P ICAD 2005 LIM IR"
WOS:000243205900006,"DAYE C, 2006, ANGEWANDTE SOZIALFOR, V24, P41"
WOS:000243205900006,"DECAMPO A, 1999, P 1999 INT COMP MUS, P281"
WOS:000243205900006,"DECAMPO A, 2004, P ICAD 2004 SYDN AUS"
WOS:000243205900006,"DECAMPO A, 2006, P ICAD 2006 LOND UK"
WOS:000243205900006,"DOMBOIS F, 2001, P ICAD 2001 ESP FINL"
WOS:000243205900006,"DOMBOIS F, 2002, CHEMIE KULTUR GESCHI, P79"
WOS:000243205900006,"DYE R, IMPROVING QUALITY LI, P310"
WOS:000243205900006,"Flusser V., 1998, Kommunikologie"
WOS:000243205900006,"Flusser Vilem., 1997, Medienkultur"
WOS:000243205900006,"FRIEDHOFF RM, 1993, VISUALIZATION, P343"
WOS:000243205900006,"HERMANN T, SONIFICATION EXPLORA, P70"
WOS:000243205900006,"HERMANN T, 2002, P ICAD 2002 KYOT JAP"
WOS:000243205900006,"HERMANN T, 2002, THESIS U BIELEFELD G"
WOS:000243205900006,"Hinterberger T, 2005, IEEE MULTIMEDIA, V12, P70, DOI 10.1109/MMUL.2005.36"
WOS:000243205900006,"HINTERBERGER T, 2004, P ICAD 2004 SYDN AUS"
WOS:000243205900006,"HOVENGA EJS, 2002, TXB HLTH INFORMATICS, P113"
WOS:000243205900006,"Kemmerling M, 1998, ASSIST TECHN RES SER, V4, P275"
WOS:000243205900006,"KRAMER G, 1994, SFI S SCI C, V18, P1"
WOS:000243205900006,"KUTSCHMANN W, 1989, NATURWISSENSCHAFTLER, P303"
WOS:000243205900006,"*NAT SCI FDN MEMB, 1997, SON REP STAT FIELD R"
WOS:000243205900006,"NESBITT KV, 2002, P ICAD 2002 KYOT JAP"
WOS:000243205900006,"NEUWIRTH G, 1982, MUSIK KONZEPTE 26 27"
WOS:000243205900006,"Panek P, 2005, ASSIST TECHNOL RES S, V16, P8"
WOS:000243205900006,"PERES SC, 2003, P ICAD 2003 BOST MA"
WOS:000243205900006,"STOCKMAN T, 1994, AUDITORY DISPLAY SON"
WOS:000243205900006,"STOCKMAN T, 2004, P 2004 INT C AUD DIS"
WOS:000243205900006,"Traweek S., 1988, BEAMTIMES LIFETIMES"
WOS:000243205900006,"Woolgar S.B. Latour., 1986, Laboratory life: the construction of scientific facts"
WOS:000243205900006,"Xenakis Iannis., 1992, FORMALIZED MUSIC THO"
WOS:000243205900006,"YGASSET JO, 1949, BETRACHTUNGEN TECHNI"
WOS:000345168400011,"[Anonymous], STANFORD ENCY PHILOS"
WOS:000345168400011,"Berio Luciano., 2006, Remembering the Future"
WOS:000345168400011,"Blesser Barry., 2007, Spaces Speak, Are You Listening?"
WOS:000345168400011,"Comery B., 2013, PROVIDENCE DAILY DOS"
WOS:000345168400011,"Cook PerryR., 1999, MUSIC COGNITION COMP"
WOS:000345168400011,"Corrigan K., 2014, STANFORD ENCY PHILOS"
WOS:000345168400011,"Cousins EwertH., 1992, MYSTICISM LANGUAGE, P236"
WOS:000345168400011,"Dhombois F., 2011, SONIFICATION HDB, P301"
WOS:000345168400011,"Dhomont F., 1995, CONTACT, V8.2"
WOS:000345168400011,"Emmerson Simon., 2007, LIVING ELECT MUSIC"
WOS:000345168400011,"GAVER WW, 1993, ECOL PSYCHOL, V5, P285, DOI 10.1207/s15326969eco0504_2"
WOS:000345168400011,"Harvey Jonathan., 1999, In Quest of Spirit: Thoughts on Music"
WOS:000345168400011,"Hermann T, 2005, IEEE MULTIMEDIA, V12, P20, DOI 10.1109/MMUL.2005.26"
WOS:000345168400011,"Hermann T., 2011, T HERMANNS RES SONIF"
WOS:000345168400011,"Jankelevitch Vladimir., 2003, Music and the Ineffable"
WOS:000345168400011,"Katz StevenT., 1992, MYSTICISM LANGUAGE, P3"
WOS:000345168400011,"Keating T., 2002, FDN CTR PRAYER CHRIS"
WOS:000345168400011,"KELLER C., 2009, Apophatic Bodies. Negative Theology, Incarnation, and Relationality,"
WOS:000345168400011,"Kramer G., 2010, Sonification Report: Status of the Field and Research Agenda, V444"
WOS:000345168400011,"Loy Gareth., 2006, Musimathics: The Mathematical Foundations of Music"
WOS:000345168400011,"Maconie R., 2012, SAVING FAITH STOCKHA"
WOS:000345168400011,"Martin Francis., 2006, SACRED SCRIPTURE DIS"
WOS:000345168400011,"Matilal BimalKrishna., 1992, MYSTICISM LANGUAGE, P143"
WOS:000345168400011,"Matilal BimalKrishna., 1968, The Navya-nyaya Doctrine of Negation: The Semantics and Ontology of Negative Statements in Navya-nyaya Philosophy, DOI DOI 10.1016/j.sbspro.2015.08.008"
WOS:000345168400011,"Norman Katharine., 1996, Contemporary Music Review, V15, P1, DOI [10.1080/07494469600640331, DOI 10.1080/07494469600640331]"
WOS:000345168400011,"Norman S. J., 2013, TOUCHSTONE"
WOS:000345168400011,"Oliveros Pauline., 2005, Deep Listening: A Composer's Sound Practice"
WOS:000345168400011,"Pseudo-Dionysius, 1940, DIONYSIUS AREOPAGITE"
WOS:000345168400011,"Russell Bertrand., 1919, MYSTICISM LOGIC OTHE"
WOS:000345168400011,"Schafer R.Murray., 1993, SOUNDSCAPE OUR SONIC"
WOS:000345168400011,"Smalley D., 1996, CONTEMP MUSIC REV, V13, P77, DOI DOI 10.1080/07494469600640071"
WOS:000345168400011,"Steiner R., 1946, Knowledge of the higher worlds and its attainment: An esoteric spiritualism initiation"
WOS:000345168400011,"Sterne Jonathan., 2003, The Audible Past: Cultural Origins of Sound Reproduction, DOI DOI 10.1515/9780822384250"
WOS:000345168400011,"Truax B, 2012, ORGAN SOUND, V17, P193, DOI 10.1017/S1355771811000380"
WOS:000345168400011,"Vickers P., 2011, The Sonification Handbook, P455"
WOS:000345168400011,"Walker B. N., 2011, SONIFICATION HDB, P7"
WOS:000345168400011,"Zuckerman Gabrielle, 2002, COMMUNICATION"
WOS:000674894000002,"Aaron S, 2016, INT J PERF ART DIGIT, V12, P171, DOI [10.1080/14794713.2016.1227593, 10.1080/14794713.2016.1227593, DOI 10.1080/14794713.2016.1227593]"
WOS:000674894000002,"Altschul SF, 1997, NUCLEIC ACIDS RES, V25, P3389, DOI 10.1093/nar/25.17.3389"
WOS:000674894000002,"Andresen JS., 1984, NUCLEOTIDE SEQUENCES"
WOS:000674894000002,"[Anonymous], 2017, DOORS OPEN DAY"
WOS:000674894000002,"Barker D., 2019, F1000Research, V8, P813, DOI [https://doi.org/10.7490/f1000research.1116842.1, DOI 10.7490/F1000RESEARCH.1116842.1]"
WOS:000674894000002,"Barker D, 2022, J BIOL EDUC, V56, P570, DOI 10.1080/00219266.2020.1858932"
WOS:000674894000002,"Barker D, 2015, INT J STEM EDUC, V2, DOI 10.1186/s40594-015-0030-z"
WOS:000674894000002,"Barker D, 2013, BMC BIOINFORMATICS, V14, DOI 10.1186/1471-2105-14-243"
WOS:000674894000002,"Barrett N, 2014, ORGAN SOUND, V19, P4, DOI 10.1017/S1355771813000368"
WOS:000674894000002,"Frantzana A., 2017, ADA LOVELACE DAY CEL"
WOS:000674894000002,"HAYASHI K, 1984, NATURE, V310, P96, DOI 10.1038/310096a0"
WOS:000674894000002,"Kawrykow A, 2012, PLOS ONE, V7, DOI 10.1371/journal.pone.0031362"
WOS:000674894000002,"King RD, 1996, COMPUT APPL BIOSCI, V12, P251"
WOS:000674894000002,"McDonagh JL, 2016, SPRINGERPLUS, V5, DOI 10.1186/s40064-016-1856-7"
WOS:000674894000002,"SANGER F, 1977, P NATL ACAD SCI USA, V74, P5463, DOI 10.1073/pnas.74.12.5463"
WOS:000674894000002,"Temple MD, 2020, BMC BIOINFORMATICS, V21, DOI 10.1186/s12859-020-03760-7"
WOS:000674894000002,"Temple MD, 2017, BMC BIOINFORMATICS, V18, DOI 10.1186/s12859-017-1632-x"
WOS:000674894000002,"Weise N, 2018, MANCHESTER SCI FESTI"
WOS:000674894000002,"Yang HW, 2013, BIOCHEM GENET, V51, P413, DOI 10.1007/s10528-013-9574-0"
WOS:001062040400001,"Andreopoulou A, 2021, P 26 INT C AUD DISPL, DOI DOI 10.21785/ICAD2021.031"
WOS:001062040400001,"[Anonymous], Acoustics-normal equal-loudness-level contours. 2003, 226:2003, ICS:13.140 Noise with respect to human beings"
WOS:001062040400001,"[Anonymous], 2007, P 13 INT C AUD DISPL"
WOS:001062040400001,"Axon L, 2018, J AUDIO ENG SOC, V66, P1016, DOI 10.17743/jaes.2018.00057"
WOS:001062040400001,"Barrass S, 2009, SCAN J Med Arts Cul, V6"
WOS:001062040400001,"Bernstein JG, 2003, J ACOUST SOC AM, V113, P3323, DOI 10.1121/1.1572146"
WOS:001062040400001,"Bless JJ, 2015, LATERALITY, V20, P434, DOI 10.1080/1357650X.2014.997245"
WOS:001062040400001,"Bonebright T L., 2001, Testing the effectiveness of sonified graphs for education: A programmatic research project"
